,question,tags
2443,"which agreement does Chili Interactive, LLC. have with CA Inc.?",Contract
2444,list all the contracts signed by Ed Adams during 2013,Contract
2445,what is the location for CA Inc?,Contract
2446,show me all agreements from Netcetera AG sent 2 days ago,Contract
2447,provide Data Processing Agreement's with Presidio Networked Solutions Group from 2017,Contract
2448,"when did the Westcon Mexico, S.A. de C.V. MSA go into effect?",Contract
2449,"who is the primary contact in the Forrester Research, Inc. Hosting and Services Agreement?",Contract
2450,show me all amendments signed by LinkedIn Corporation,Contract
2451,find all Purchase Agreement with CA Inc,Contract
2452,do we have a SOW with Deloitte Consulting LLP?,Contract
2453,where is Rely Tech LLC's main office located?,Contract
2454,who represented Verizon Business Network Services Inc in the DPA?,Contract
2455,find all Client Agreement's with International Business Machines Corporation,Contract
2456,display all contracts signed before 2015,Contract
2457,what is the contract end date of the SOW with Secarma Limited?,Contract
2458,when was the engagement letters signed by Skytap?,Contract
2459,where is Influitive Corp's office location?,Contract
2460,how many Data Processing Agreement were signed in last two years?,Contract
2461,"where is the CoStar Realty Information, Inc. main office?",Contract
2462,show all contracts that expire in 90 days or less,Contract
2463,who is the representative from Secarma Limited in the ammendments between Secarma Limited and International Business Machines Corporation?,Contract
2464,is there any mailing address for Rely Tech LLC?,Contract
2465,when will Skytap and PricewaterhouseCoopers's statement of works be effective?,Contract
2466,list all active contracts for V-Tech Singapore,Contract
2467,what is the duration of the Broadcom Inc agreement?,Contract
2468,"which DPA's were signed between Model N and Presidio Networked Solutions Group, LLC in last year?",Contract
2469,who signed the Master Services Agreement on 10/22/2020?,Contract
2470,find all the Client Agreement's signed in March of 2018,Contract
2471,what is the DPA effective date in the Twilight Softwares Singapore Pte Ltd agreement?,Contract
2472,where is V-Tech Singapore's principal office located at?,Contract
2473,how many Professional Services Agreement were signed in Aug 2020?,Contract
2474,provide the total number of nondisclosure agreement with VWi Inc dated Mar-11-2020,Contract
2475,what is the contract end date of the mutual nda with Kloudone Inc?,Contract
2476,"who is the signatory of the SOW on October 2, 2019 from Business Objects Software?",Contract
2477,who is the signatory of the ammendments on 30/03/2020 from International Business Machines Corporation?,Contract
2478,find all the statement of works,Contract
2479,where is Broadcom Corporation's office location?,Contract
2480,when did the Deloitte Tax LLP engagement letters go into effect?,Contract
2481,what is joseph's title?,Contract
2482,how many agreements has Thomas H Krause signed that are currently expired?,Contract
2483,"when did the Master Services Agreement between Stefanini, Inc. and Business Objects Software start?",Contract
2484,what agreements were signed by CA Inc in last year?,Contract
2485,how many agreements were signed by PricewaterhouseCoopers in January of 2016?,Contract
2486,what is eric's title?,Contract
2487,how many seventeenth amendment to the Verizon Business Service Agreement are under Osterreich GmbH?,Contract
2488,when was the Purchase Agreement signed by eleks inc and Verizon Business Network Services Inc?,Contract
2489,what is Cadence360 LLC DBA REDDBUG's mailing address?,Contract
2490,what is CA Inc address?,Contract
2491,show me the Infosys Limited Purchase Agreement,Contract
2492,when was the SOW signed by Skytap and Verizon Business Network Services Inc?,Contract
2493,list all the contracts signed by eric during September 2015,Contract
2494,will the statement of work between CA Inc. and CA Inc. be effective on 17-Aug-2020?,Contract
2495,where is Dolphin Systems AG's principal office located at?,Contract
2496,how many agreements expire in a month?,Contract
2497,when is the seventeenth amendment to the Verizon Business Service Agreement between Deloitte Tax LLP and Verizon terminating?,Contract
2498,when did LinkedIn Corporation sign a engagement letters with DG Consulting Services?,Contract
2499,"on what date does Non Disclosure on October 3, 2019 terminate?",Contract
2500,what is the contract end date of the mutual nda dated 7/13/2020?,Contract
2501,total number of active agreements,Contract
2502,where is the office of Vodafone Mobile?,Contract
2503,what is the duration of the Model N Inc agreement?,Contract
2504,"provide all amendments with Presidio Networked Solutions Group, LLC",Contract
2505,provide a list of active contracts signed by theodore in Nov 2016,Contract
2506,when was the Secarma Limited Global Professional Services Agreements started?,Contract
2507,"who signed the Master Services Agreement on Feb 25, 2013 from Verizon Business Network Services Inc?",Contract
2508,from when is the Mutual Nondisclosure Agreement with Secarma Limited effective?,Contract
2509,when was Human Resources Master Services Agreements for Twilight Softwares Singapore Pte Ltd submitted?,Contract
2510,provide engagement letters with Dolphin Systems AG from February 2020,Contract
2511,"where is Chili Interactive, LLC.'s office located?",Contract
2512,"which ammendments's were signed on July 6, 2020?",Contract
2513,"where is Kula Consulting, Inc.'s main office located?",Contract
2514,"provide the total number of seventeenth amendment to the Verizon Business Service Agreement between Deloitte Consulting LLP and Deloitte Tax LLP dated January 8, 2020",Contract
2515,"provide Human Resources Master Services Agreements with Security Innovation, Inc. from last 2 years",Contract
2516,find all amendments signed by Bre Stachowiak,Contract
2517,give me all the contracts entered into in last two years,Contract
2518,how many agreements has Ivy Pong signed during Dec 2000?,Contract
2519,when did the Skytap SOW go into effect?,Contract
2520,who reviewed the International Business Machines Corporation Data Processing Agreement?,Contract
2521,how many agreements has Christopher Mourad signed that are currently expired?,Contract
2522,what is the title of Rajiv Baronia?,Contract
2523,do we have a Purchase Agreement with Synergy Sky?,Contract
2524,when will the agreement between LinkedIn Corporation and Verizon expire?,Contract
2525,supply all contracts with Rely Tech LLC,Contract
2526,"provide Hosting and Services Agreement with Security Innovation, Inc. from Jan of 2016",Contract
2527,what is the andrew's role?,Contract
2528,who is the signatory of the Master Services Agreement with Deloitte Tax LLP?,Contract
2529,show us contracts that are ending in July 2013,Contract
2530,what is Netcetera AG's address?,Contract
2531,how many contracts did Roberto Adrian Gomez Mazin sign during last 2 years?,Contract
2532,how many agreements has john signed in December?,Contract
2533,show me all agreements signed by Broadcom Corporation,Contract
2534,where is Osterreich GmbH's office located?,Contract
2535,list all contracts signed by anthony,Contract
2536,provide Client Agreement's with Broadcom Inc from last year,Contract
2537,"what is Robert Sherman's title at Zoom Video Communications, Inc.?",Contract
2538,give me all the contracts entered into in September 2015,Contract
2539,when did robert sign the Hosting and Services Agreement?,Contract
2540,what is the term of the Media5 Corporation seventeenth amendment to the Verizon Business Service Agreement?,Contract
2541,who approved the Dolphin Systems AG seventeenth amendment to the Verizon Business Service Agreement?,Contract
2542,find the last or latest Data Processing Agreement with Deloitte Tax LLP,Contract
2543,show all contracts that are ending in October,Contract
2544,"provide all amendments with Chili Interactive, LLC.",Contract
2545,when was the seventeenth amendment to the Verizon Business Service Agreement from Cadence360 LLC DBA REDDBUG signed ?,Contract
2546,who is angel at Broadcom Inc?,Contract
2547,"where is the OneProvider - Brainstorm Network, Inc. address?",Contract
2548,how many contracts did andrew sign during Aug 2020?,Contract
2549,"how many agreements were signed by Forrester Research, Inc. in 2015?",Contract
2550,list all active Verizon agreements,Contract
2551,when was the Hosting and Services Agreement signed between Vodafone Mobile and Twilight Softwares Singapore Pte Ltd?,Contract
2552,find the last or latest statement of works with Skytap,Contract
